timestamp,QV2M
2001-11-19,5.7090000000000005
2001-11-20,5.673
2001-11-21,5.321
2001-11-22,5.179
2001-11-23,5.704
2001-11-24,6.473999999999999
2001-11-25,6.68
2001-11-26,7.237
2001-11-27,7.95
2001-11-28,8.513000000000002
2001-11-29,9.053999999999998
2001-11-30,9.245999999999999
2001-12-01,9.513
2001-12-02,9.752
2001-12-03,9.391
2001-12-04,8.629999999999999
2001-12-05,8.689
2001-12-06,8.528
2001-12-07,8.233
2001-12-08,8.049
2001-12-09,7.561999999999999
2001-12-10,7.686
2001-12-11,7.812
2001-12-12,8.111999999999998
2001-12-13,8.701
2001-12-14,8.954
2001-12-15,8.804
2001-12-16,8.735
2001-12-17,8.897000000000002
2001-12-18,8.511
2001-12-19,8.394
2001-12-20,7.953
2001-12-21,7.582000000000001
2001-12-22,7.115
2001-12-23,6.553
2001-12-24,5.986
2001-12-25,5.607
2001-12-26,5.032
2001-12-27,4.232
2001-12-28,4.125
2001-12-29,4.085
2001-12-30,3.9799999999999995
2001-12-31,3.8910000000000005
2002-01-01,3.652
2002-01-02,3.319
2002-01-03,3.282
2002-01-04,3.2340000000000004
2002-01-05,3.347
2002-01-06,3.5149999999999997
2002-01-07,3.3869999999999996
2002-01-08,3.1559999999999997
2002-01-09,3.4129999999999994
2002-01-10,3.9210000000000003
2002-01-11,4.398
2002-01-12,4.561
2002-01-13,4.728
2002-01-14,5.128
2002-01-15,5.189
2002-01-16,5.08
2002-01-17,5.305
2002-01-18,5.678999999999999
2002-01-19,6.008
2002-01-20,5.6899999999999995
2002-01-21,5.556
2002-01-22,5.6370000000000005
2002-01-23,6.289
2002-01-24,6.809
2002-01-25,6.93
2002-01-26,7.159999999999999
2002-01-27,7.285000000000001
2002-01-28,7.542
2002-01-29,7.7989999999999995
2002-01-30,8.446
2002-01-31,9.044999999999998
2002-02-01,9.136999999999999
2002-02-02,8.419
2002-02-03,7.700999999999999
2002-02-04,7.526999999999999
2002-02-05,7.256
2002-02-06,6.959999999999999
2002-02-07,6.436
2002-02-08,5.772
2002-02-09,5.273
2002-02-10,4.766
2002-02-11,4.495
2002-02-12,4.511
2002-02-13,4.5249999999999995
2002-02-14,4.513
2002-02-15,4.676
2002-02-16,4.764
2002-02-17,4.8
2002-02-18,4.816999999999999
2002-02-19,4.867
2002-02-20,5.086999999999999
2002-02-21,5.332
2002-02-22,5.4030000000000005
2002-02-23,5.326
2002-02-24,5.45
2002-02-25,5.6259999999999994
2002-02-26,5.587
2002-02-27,5.306
2002-02-28,5.072
2002-03-01,4.792
2002-03-02,4.776999999999999
2002-03-03,4.416
2002-03-04,4.121
2002-03-05,4.032000000000001
2002-03-06,3.9549999999999996
2002-03-07,3.946
2002-03-08,4.293
2002-03-09,5.045
2002-03-10,5.148000000000001
2002-03-11,5.316000000000001
2002-03-12,5.401000000000001
2002-03-13,5.872999999999999
2002-03-14,6.537999999999999
2002-03-15,7.4
2002-03-16,8.36
2002-03-17,9.065
2002-03-18,9.481
2002-03-19,9.741999999999999
2002-03-20,10.661
2002-03-21,10.876
2002-03-22,10.161
2002-03-23,9.761
2002-03-24,9.536
2002-03-25,9.440000000000001
2002-03-26,9.053
2002-03-27,8.199000000000002
2002-03-28,7.567
2002-03-29,7.493
2002-03-30,7.5969999999999995
2002-03-31,8.003
2002-04-01,8.473
2002-04-02,9.059999999999999
2002-04-03,9.395
2002-04-04,8.828999999999999
2002-04-05,8.326
2002-04-06,8.334
2002-04-07,8.508999999999999
2002-04-08,8.488
2002-04-09,8.347
2002-04-10,8.374
2002-04-11,8.889
2002-04-12,9.172
2002-04-13,9.450999999999999
2002-04-14,10.241
2002-04-15,11.036999999999999
2002-04-16,11.831999999999999
2002-04-17,12.263
2002-04-18,12.473
2002-04-19,12.665
2002-04-20,12.903
2002-04-21,13.026
2002-04-22,12.818000000000001
2002-04-23,12.385000000000002
2002-04-24,12.211
2002-04-25,11.837
2002-04-26,11.333000000000002
2002-04-27,11.294
2002-04-28,11.514
2002-04-29,11.305000000000001
2002-04-30,11.361
2002-05-01,11.447
2002-05-02,11.979000000000001
2002-05-03,12.736999999999998
2002-05-04,13.184999999999999
2002-05-05,13.472
2002-05-06,13.992999999999999
2002-05-07,14.3
2002-05-08,14.213999999999999
2002-05-09,14.463
2002-05-10,14.373999999999999
2002-05-11,14.352999999999998
2002-05-12,14.263
2002-05-13,13.959
2002-05-14,13.084
2002-05-15,12.578999999999999
2002-05-16,12.253
2002-05-17,12.306000000000001
2002-05-18,11.790000000000001
2002-05-19,10.910999999999998
2002-05-20,10.124
2002-05-21,9.277
2002-05-22,8.406
2002-05-23,7.736999999999999
2002-05-24,7.94
2002-05-25,8.338
2002-05-26,8.449000000000002
2002-05-27,8.064
2002-05-28,8.291
2002-05-29,9.039000000000001
2002-05-30,9.822
2002-05-31,10.502
2002-06-01,11.206
2002-06-02,11.965
2002-06-03,12.408
2002-06-04,12.9
2002-06-05,13.374
2002-06-06,13.687000000000001
2002-06-07,13.977
2002-06-08,14.116
2002-06-09,13.98
2002-06-10,13.825999999999999
2002-06-11,13.574000000000002
2002-06-12,13.25
2002-06-13,13.234
2002-06-14,13.174000000000001
2002-06-15,12.578
2002-06-16,12.100999999999999
2002-06-17,11.705000000000002
2002-06-18,11.501999999999999
2002-06-19,11.648
2002-06-20,11.709999999999999
2002-06-21,11.668
2002-06-22,11.943999999999999
2002-06-23,12.158999999999999
2002-06-24,12.216
2002-06-25,12.824000000000002
2002-06-26,13.420000000000002
2002-06-27,13.988999999999999
2002-06-28,14.347999999999999
2002-06-29,14.484
2002-06-30,14.91
2002-07-01,15.414000000000001
2002-07-02,15.701999999999998
2002-07-03,15.774000000000001
2002-07-04,15.794999999999998
2002-07-05,15.658000000000001
2002-07-06,15.617999999999999
2002-07-07,15.661000000000001
2002-07-08,15.621
2002-07-09,15.589000000000002
2002-07-10,15.559999999999999
2002-07-11,15.732999999999999
2002-07-12,15.873000000000001
2002-07-13,16.021
2002-07-14,16.114
2002-07-15,16.356
2002-07-16,16.431
2002-07-17,16.330000000000002
2002-07-18,16.274
2002-07-19,16.293
2002-07-20,16.333000000000002
2002-07-21,16.178
2002-07-22,16.051
2002-07-23,15.956999999999999
2002-07-24,15.972
2002-07-25,15.995
2002-07-26,16.071
2002-07-27,16.207
2002-07-28,16.474
2002-07-29,16.648999999999997
2002-07-30,16.824
2002-07-31,16.954
2002-08-01,17.031
2002-08-02,16.951
2002-08-03,16.73
2002-08-04,16.379
2002-08-05,16.201
2002-08-06,16.080000000000002
2002-08-07,15.868
2002-08-08,15.426000000000002
2002-08-09,14.823999999999998
2002-08-10,14.193999999999999
2002-08-11,13.664000000000001
2002-08-12,13.291999999999998
2002-08-13,13.116
2002-08-14,13.259
2002-08-15,13.39
2002-08-16,13.562000000000001
2002-08-17,13.599
2002-08-18,13.994
2002-08-19,14.523999999999997
2002-08-20,15.172
2002-08-21,15.652000000000001
2002-08-22,16.031
2002-08-23,16.302
2002-08-24,16.463
2002-08-25,16.481
2002-08-26,16.168
2002-08-27,15.904
2002-08-28,15.680000000000001
2002-08-29,15.378
2002-08-30,15.076000000000002
2002-08-31,14.897
2002-09-01,14.709999999999999
2002-09-02,14.604
2002-09-03,14.272
2002-09-04,13.931000000000001
2002-09-05,13.861
2002-09-06,13.869
2002-09-07,13.707999999999998
2002-09-08,13.341999999999999
2002-09-09,13.049000000000001
2002-09-10,12.622
2002-09-11,12.247
2002-09-12,12.038999999999998
2002-09-13,12.328999999999999
2002-09-14,12.655000000000001
2002-09-15,12.818999999999999
2002-09-16,13.028
2002-09-17,13.381
2002-09-18,13.95
2002-09-19,14.482000000000003
2002-09-20,15.206999999999999
2002-09-21,16.001
2002-09-22,16.387
2002-09-23,16.192999999999998
2002-09-24,16.051000000000002
2002-09-25,15.946000000000002
2002-09-26,16.14
2002-09-27,15.924000000000001
2002-09-28,15.672
2002-09-29,15.538
2002-09-30,15.422999999999998
2002-10-01,15.134
2002-10-02,15.02
2002-10-03,15.120000000000001
2002-10-04,15.339999999999998
2002-10-05,15.670999999999998
2002-10-06,15.532
2002-10-07,15.657999999999998
2002-10-08,15.551999999999998
2002-10-09,15.488
2002-10-10,15.299000000000001
2002-10-11,15.263
2002-10-12,15.248
2002-10-13,14.95
2002-10-14,14.339000000000002
2002-10-15,13.675999999999998
2002-10-16,12.84
2002-10-17,11.96
2002-10-18,11.394
2002-10-19,10.878
2002-10-20,10.700999999999999
2002-10-21,10.408999999999999
2002-10-22,9.913
2002-10-23,9.835
2002-10-24,9.878
2002-10-25,10.01
2002-10-26,10.550999999999998
2002-10-27,11.235999999999999
2002-10-28,12.139
2002-10-29,12.812999999999999
2002-10-30,12.556000000000001
2002-10-31,12.032
2002-11-01,11.611999999999998
2002-11-02,10.919
2002-11-03,10.433
2002-11-04,10.088
2002-11-05,10.046
2002-11-06,9.366999999999999
2002-11-07,8.308
2002-11-08,7.3709999999999996
2002-11-09,7.428
2002-11-10,8.303
2002-11-11,8.922
2002-11-12,9.194999999999999
2002-11-13,9.024999999999999
2002-11-14,8.689
2002-11-15,8.341
2002-11-16,8.339
2002-11-17,8.181999999999999
2002-11-18,8.068999999999999
2002-11-19,7.805
2002-11-20,7.122999999999999
2002-11-21,6.661
2002-11-22,6.345999999999999
2002-11-23,6.212999999999999
2002-11-24,6.141
2002-11-25,5.813
2002-11-26,5.887
2002-11-27,5.9319999999999995
2002-11-28,5.708
2002-11-29,5.3260000000000005
2002-11-30,5.003
2002-12-01,4.511
2002-12-02,4.446
2002-12-03,4.721
2002-12-04,5.011
2002-12-05,4.975
2002-12-06,4.5520000000000005
2002-12-07,4.422
2002-12-08,4.51
2002-12-09,4.596
2002-12-10,4.6659999999999995
2002-12-11,4.94
2002-12-12,5.0969999999999995
2002-12-13,5.019
2002-12-14,4.695
2002-12-15,4.605
2002-12-16,4.933999999999999
2002-12-17,5.345999999999999
2002-12-18,5.656000000000001
2002-12-19,6.128
2002-12-20,6.035
2002-12-21,5.952999999999999
2002-12-22,6.184
2002-12-23,6.3149999999999995
2002-12-24,6.917999999999999
2002-12-25,6.786999999999999
2002-12-26,6.473000000000001
2002-12-27,6.0840000000000005
2002-12-28,5.813
2002-12-29,5.381
2002-12-30,5.561999999999999
2002-12-31,5.996
2003-01-01,5.915
2003-01-02,5.857
2003-01-03,5.167
2003-01-04,5.176
2003-01-05,5.396
2003-01-06,5.512
2003-01-07,5.401
2003-01-08,5.356
2003-01-09,5.4030000000000005
2003-01-10,4.979
2003-01-11,4.586
2003-01-12,4.192
2003-01-13,4.144
2003-01-14,4.226
2003-01-15,3.997
2003-01-16,3.9869999999999997
2003-01-17,3.878
2003-01-18,3.594
2003-01-19,3.138
2003-01-20,3.283
2003-01-21,3.904
2003-01-22,4.209
2003-01-23,4.0729999999999995
